"ID";"Populatie";"KenmerkenVanHuishoudens";"RegioS";"Perioden";"ParticuliereHuishoudens_1";"ParticuliereHuishoudensRelatief_2";"GemiddeldGestandaardiseerdInkomen_3";"MediaanGestandaardiseerdInkomen_4";"GemiddeldBesteedbaarInkomen_5";"MediaanBesteedbaarInkomen_6";"GestandaardiseerdInkomen1e10Groep_7";"GestandaardiseerdInkomen2e10Groep_8";"GestandaardiseerdInkomen3e10Groep_9";"GestandaardiseerdInkomen4e10Groep_10";"GestandaardiseerdInkomen5e10Groep_11";"GestandaardiseerdInkomen6e10Groep_12";"GestandaardiseerdInkomen7e10Groep_13";"GestandaardiseerdInkomen8e10Groep_14";"GestandaardiseerdInkomen9e10Groep_15";"GestandaardiseerdInkomen10e10Groep_16"
"0";"1050010";"1050010";"NL01  ";"2011JJ00";"  7347.5";"     100";"    25.6";"    22.8";"    36.6";"    31.3";"      10";"      10";"      10";"      10";"      10";"      10";"      10";"      10";"      10";"      10"
"1";"1050010";"1050010";"NL01  ";"2012JJ00";"  7412.1";"     100";"    25.8";"    23.0";"    36.8";"    31.4";"      10";"      10";"      10";"      10";"      10";"      10";"      10";"      10";"      10";"      10"
"2";"1050010";"1050010";"NL01  ";"2013JJ00";"  7467.8";"     100";"    25.9";"    23.2";"    37.0";"    31.4";"      10";"      10";"      10";"      10";"      10";"      10";"      10";"      10";"      10";"      10"
"3";"1050010";"1050010";"NL01  ";"2014JJ00";"  7496.4";"     100";"    27.3";"    23.9";"    39.0";"    32.2";"      10";"      10";"      10";"      10";"      10";"      10";"      10";"      10";"      10";"      10"
"4";"1050010";"1050010";"NL01  ";"2015JJ00";"  7568.5";"     100";"    27.1";"    24.3";"    38.6";"    32.5";"      10";"      10";"      10";"      10";"      10";"      10";"      10";"      10";"      10";"      10"
"5";"1050010";"1050010";"NL01  ";"2016JJ00";"  7623.2";"     100";"    28.2";"    25.2";"    40.2";"    33.4";"      10";"      10";"      10";"      10";"      10";"      10";"      10";"      10";"      10";"      10"
"6";"1050010";"1050010";"NL01  ";"2017JJ00";"  7694.9";"     100";"    29.2";"    25.8";"    41.6";"    34.1";"      10";"      10";"      10";"      10";"      10";"      10";"      10";"      10";"      10";"      10"
"7";"1050010";"1050010";"NL01  ";"2018JJ00";"  7760.6";"     100";"    29.5";"    26.3";"    42.5";"    35.0";"      10";"      10";"      10";"      10";"      10";"      10";"      10";"      10";"      10";"      10"
"8";"1050010";"1050010";"NL01  ";"2019JJ00";"  7827.4";"     100";"    31.6";"    27.6";"    45.7";"    36.7";"      10";"      10";"      10";"      10";"      10";"      10";"      10";"      10";"      10";"      10"
"9";"1050010";"1050010";"NL01  ";"2020JJ00";"  7894.5";"     100";"    32.1";"    28.7";"    46.4";"    38.1";"      10";"      10";"      10";"      10";"      10";"      10";"      10";"      10";"      10";"      10"
"10";"1050010";"1050010";"NL01  ";"2021JJ00";"  7951.4";"     100";"    33.6";"    30.0";"    48.5";"    39.7";"      10";"      10";"      10";"      10";"      10";"      10";"      10";"      10";"      10";"      10"
"11";"1050010";"1050010";"NL01  ";"2022JJ00";"  8041.4";"     100";"    35.6";"    31.7";"    51.2";"    41.7";"      10";"      10";"      10";"      10";"      10";"      10";"      10";"      10";"      10";"      10"
"12";"1050010";"1050010";"NL01  ";"2023JJ00";"  8156.9";"     100";"    38.3";"    34.0";"    55.0";"    44.6";"      10";"      10";"      10";"      10";"      10";"      10";"      10";"      10";"      10";"      10"
"65";"1050010";"1050010";"PV20  ";"2011JJ00";"   274.6";"     100";"    22.1";"    20.2";"    30.7";"    26.5";"      17";"      12";"      12";"      11";"      10";"       9";"       9";"       8";"       7";"       6"
"66";"1050010";"1050010";"PV20  ";"2012JJ00";"   277.3";"     100";"    22.2";"    20.4";"    30.7";"    26.5";"      17";"      12";"      12";"      11";"      10";"       9";"       9";"       8";"       7";"       6"
"67";"1050010";"1050010";"PV20  ";"2013JJ00";"   279.6";"     100";"    22.3";"    20.5";"    30.9";"    26.6";"      17";"      11";"      11";"      11";"      10";"       9";"       9";"       8";"       7";"       6"
"68";"1050010";"1050010";"PV20  ";"2014JJ00";"   280.1";"     100";"    23.3";"    21.1";"    32.2";"    27.3";"      17";"      11";"      11";"      11";"      10";"       9";"       9";"       8";"       7";"       6"
"69";"1050010";"1050010";"PV20  ";"2015JJ00";"   282.9";"     100";"    23.3";"    21.3";"    32.2";"    27.3";"      17";"      12";"      11";"      11";"      10";"       9";"       9";"       8";"       7";"       6"
"70";"1050010";"1050010";"PV20  ";"2016JJ00";"   283.7";"     100";"    24.2";"    22.0";"    33.3";"    28.2";"      17";"      12";"      11";"      11";"      10";"       9";"       9";"       8";"       7";"       6"
"71";"1050010";"1050010";"PV20  ";"2017JJ00";"   284.5";"     100";"    24.9";"    22.6";"    34.3";"    28.7";"      17";"      12";"      11";"      11";"      10";"       9";"       9";"       8";"       7";"       6"
"72";"1050010";"1050010";"PV20  ";"2018JJ00";"   285.5";"     100";"    25.1";"    23.0";"    35.0";"    29.4";"      17";"      12";"      11";"      11";"      10";"       9";"       9";"       8";"       7";"       6"
"73";"1050010";"1050010";"PV20  ";"2019JJ00";"   286.7";"     100";"    26.5";"    24.1";"    37.0";"    30.7";"      17";"      12";"      11";"      11";"      10";"       9";"       9";"       8";"       7";"       6"
"74";"1050010";"1050010";"PV20  ";"2020JJ00";"   287.9";"     100";"    27.4";"    25.2";"    38.3";"    31.9";"      17";"      12";"      11";"      11";"      10";"       9";"       9";"       8";"       7";"       6"
"75";"1050010";"1050010";"PV20  ";"2021JJ00";"   289.9";"     100";"    28.9";"    26.3";"    40.3";"    33.1";"      17";"      12";"      11";"      11";"      10";"       9";"       9";"       8";"       7";"       6"
"76";"1050010";"1050010";"PV20  ";"2022JJ00";"   292.4";"     100";"    30.3";"    27.7";"    42.1";"    34.7";"      17";"      12";"      11";"      11";"      10";"      10";"       9";"       8";"       7";"       6"
"77";"1050010";"1050010";"PV20  ";"2023JJ00";"   294.7";"     100";"    32.8";"    30.1";"    45.5";"    37.4";"      16";"      12";"      11";"      11";"      10";"      10";"       9";"       8";"       7";"       6"
"78";"1050010";"1050010";"PV21  ";"2011JJ00";"   279.8";"     100";"    23.7";"    21.5";"    34.0";"    30.1";"       9";"      11";"      12";"      12";"      12";"      11";"      10";"       9";"       8";"       6"
"79";"1050010";"1050010";"PV21  ";"2012JJ00";"   281.1";"     100";"    23.8";"    21.8";"    34.1";"    30.3";"       9";"      11";"      12";"      12";"      12";"      11";"      10";"       9";"       8";"       6"
"80";"1050010";"1050010";"PV21  ";"2013JJ00";"   282.5";"     100";"    24.1";"    22.0";"    34.4";"    30.4";"       9";"      11";"      12";"      12";"      12";"      11";"      10";"       9";"       8";"       6"
"81";"1050010";"1050010";"PV21  ";"2014JJ00";"   283.3";"     100";"    25.2";"    22.6";"    36.0";"    30.9";"       9";"      11";"      12";"      12";"      12";"      11";"      10";"       9";"       8";"       6"
"82";"1050010";"1050010";"PV21  ";"2015JJ00";"   284.6";"     100";"    25.1";"    23.0";"    35.7";"    31.2";"       9";"      11";"      11";"      12";"      12";"      11";"      10";"       9";"       8";"       6"
"83";"1050010";"1050010";"PV21  ";"2016JJ00";"   285.4";"     100";"    26.1";"    23.9";"    37.2";"    32.2";"       9";"      11";"      11";"      12";"      12";"      11";"      10";"       9";"       8";"       6"
"84";"1050010";"1050010";"PV21  ";"2017JJ00";"   287.4";"     100";"    26.9";"    24.5";"    38.3";"    32.7";"      10";"      11";"      11";"      12";"      12";"      11";"      10";"       9";"       8";"       6"
"85";"1050010";"1050010";"PV21  ";"2018JJ00";"   288.7";"     100";"    27.3";"    24.9";"    39.4";"    33.5";"       9";"      11";"      11";"      12";"      12";"      11";"      10";"       9";"       8";"       6"
"86";"1050010";"1050010";"PV21  ";"2019JJ00";"   290.5";"     100";"    28.9";"    26.1";"    41.7";"    35.0";"      10";"      11";"      11";"      12";"      12";"      11";"      10";"       9";"       8";"       6"
"87";"1050010";"1050010";"PV21  ";"2020JJ00";"   292.6";"     100";"    29.5";"    27.2";"    42.6";"    36.2";"      10";"      11";"      11";"      12";"      12";"      11";"      10";"       9";"       8";"       6"
"88";"1050010";"1050010";"PV21  ";"2021JJ00";"   294.2";"     100";"    30.8";"    28.3";"    44.3";"    37.6";"      10";"      11";"      11";"      12";"      11";"      11";"      10";"       9";"       8";"       6"
"89";"1050010";"1050010";"PV21  ";"2022JJ00";"   297.0";"     100";"    32.6";"    29.8";"    46.9";"    39.4";"      10";"      11";"      11";"      12";"      11";"      11";"      10";"       9";"       8";"       6"
"90";"1050010";"1050010";"PV21  ";"2023JJ00";"   299.9";"     100";"    35.1";"    32.2";"    50.4";"    42.2";"       9";"      11";"      12";"      12";"      11";"      11";"      10";"       9";"       8";"       6"
"91";"1050010";"1050010";"PV22  ";"2011JJ00";"   208.8";"     100";"    24.8";"    22.5";"    35.8";"    32.0";"       7";"      10";"      11";"      12";"      11";"      11";"      11";"      10";"       9";"       8"
"92";"1050010";"1050010";"PV22  ";"2012JJ00";"   209.9";"     100";"    25.0";"    22.7";"    36.0";"    32.1";"       7";"      10";"      11";"      12";"      12";"      11";"      11";"      10";"       9";"       8"
"93";"1050010";"1050010";"PV22  ";"2013JJ00";"   210.7";"     100";"    25.1";"    23.0";"    36.1";"    32.2";"       7";"      10";"      11";"      12";"      12";"      11";"      11";"      10";"       9";"       8"
"94";"1050010";"1050010";"PV22  ";"2014JJ00";"   210.6";"     100";"    26.3";"    23.7";"    37.9";"    32.9";"       7";"      10";"      11";"      12";"      12";"      11";"      11";"      10";"       9";"       8"
"95";"1050010";"1050010";"PV22  ";"2015JJ00";"   211.5";"     100";"    26.3";"    24.0";"    37.7";"    33.2";"       7";"      10";"      11";"      12";"      12";"      11";"      11";"      10";"       9";"       8"
"96";"1050010";"1050010";"PV22  ";"2016JJ00";"   212.2";"     100";"    27.4";"    24.9";"    39.3";"    34.2";"       7";"      10";"      11";"      11";"      12";"      11";"      11";"      10";"       9";"       8"
"97";"1050010";"1050010";"PV22  ";"2017JJ00";"   214.3";"     100";"    28.2";"    25.5";"    40.4";"    34.8";"       7";"      10";"      11";"      11";"      11";"      11";"      11";"      10";"       9";"       8"
"98";"1050010";"1050010";"PV22  ";"2018JJ00";"   215.7";"     100";"    28.4";"    25.9";"    41.4";"    35.6";"       7";"      10";"      11";"      11";"      12";"      11";"      11";"      10";"       9";"       7"
"99";"1050010";"1050010";"PV22  ";"2019JJ00";"   217.0";"     100";"    30.0";"    27.2";"    43.6";"    37.2";"       8";"      10";"      11";"      11";"      12";"      11";"      11";"      10";"       9";"       7"
"100";"1050010";"1050010";"PV22  ";"2020JJ00";"   218.5";"     100";"    30.9";"    28.3";"    44.9";"    38.5";"       8";"      10";"      11";"      11";"      12";"      11";"      11";"      10";"       9";"       7"
"101";"1050010";"1050010";"PV22  ";"2021JJ00";"   219.7";"     100";"    32.3";"    29.6";"    46.9";"    40.1";"       8";"      10";"      11";"      11";"      12";"      11";"      11";"      10";"       9";"       7"
"102";"1050010";"1050010";"PV22  ";"2022JJ00";"   221.4";"     100";"    34.1";"    31.2";"    49.4";"    42.1";"       7";"      10";"      11";"      12";"      11";"      12";"      11";"      10";"       9";"       7"
"103";"1050010";"1050010";"PV22  ";"2023JJ00";"   223.9";"     100";"    36.6";"    33.6";"    53.1";"    45.2";"       7";"      10";"      11";"      11";"      11";"      12";"      11";"      10";"       9";"       7"
"104";"1050010";"1050010";"PV23  ";"2011JJ00";"   474.6";"     100";"    24.3";"    22.2";"    35.6";"    31.6";"       9";"      10";"      11";"      11";"      11";"      11";"      10";"      10";"       9";"       7"
"105";"1050010";"1050010";"PV23  ";"2012JJ00";"   477.9";"     100";"    24.5";"    22.4";"    35.8";"    31.7";"       9";"      10";"      11";"      11";"      11";"      11";"      10";"      10";"       9";"       7"
"106";"1050010";"1050010";"PV23  ";"2013JJ00";"   481.0";"     100";"    24.7";"    22.6";"    36.0";"    31.8";"       9";"      10";"      11";"      11";"      11";"      11";"      10";"      10";"       9";"       7"
"107";"1050010";"1050010";"PV23  ";"2014JJ00";"   480.0";"     100";"    26.0";"    23.3";"    38.0";"    32.6";"       9";"      10";"      11";"      11";"      11";"      11";"      10";"      10";"       9";"       7"
"108";"1050010";"1050010";"PV23  ";"2015JJ00";"   483.4";"     100";"    25.8";"    23.6";"    37.6";"    32.9";"       9";"      10";"      11";"      11";"      11";"      11";"      11";"      10";"       9";"       7"
"109";"1050010";"1050010";"PV23  ";"2016JJ00";"   486.6";"     100";"    26.9";"    24.6";"    39.2";"    33.8";"       9";"      10";"      11";"      11";"      11";"      11";"      11";"      10";"       9";"       7"
"110";"1050010";"1050010";"PV23  ";"2017JJ00";"   491.2";"     100";"    27.7";"    25.2";"    40.5";"    34.5";"       9";"      10";"      11";"      11";"      11";"      11";"      11";"      10";"       9";"       7"
"111";"1050010";"1050010";"PV23  ";"2018JJ00";"   495.0";"     100";"    28.0";"    25.6";"    41.3";"    35.4";"       9";"      10";"      11";"      11";"      11";"      11";"      11";"      10";"       9";"       7"
"112";"1050010";"1050010";"PV23  ";"2019JJ00";"   499.5";"     100";"    30.0";"    26.9";"    44.2";"    37.0";"       9";"      10";"      11";"      11";"      11";"      11";"      11";"      10";"       9";"       7"
"113";"1050010";"1050010";"PV23  ";"2020JJ00";"   503.9";"     100";"    30.7";"    28.0";"    45.3";"    38.4";"       9";"      10";"      10";"      11";"      11";"      11";"      11";"      10";"       9";"       7"
"114";"1050010";"1050010";"PV23  ";"2021JJ00";"   508.0";"     100";"    32.1";"    29.4";"    47.3";"    40.0";"       9";"      10";"      10";"      11";"      11";"      11";"      11";"      10";"       9";"       7"
"115";"1050010";"1050010";"PV23  ";"2022JJ00";"   512.6";"     100";"    34.0";"    31.0";"    50.0";"    42.0";"       9";"      10";"      11";"      11";"      11";"      11";"      11";"      10";"       9";"       7"
"116";"1050010";"1050010";"PV23  ";"2023JJ00";"   518.8";"     100";"    36.6";"    33.5";"    53.9";"    45.1";"       9";"      10";"      11";"      11";"      11";"      11";"      11";"      10";"       9";"       7"
"117";"1050010";"1050010";"PV24  ";"2011JJ00";"   157.4";"     100";"    25.2";"    23.0";"    37.4";"    33.6";"       8";"      10";"      10";"      10";"      10";"      11";"      11";"      10";"      10";"       9"
"118";"1050010";"1050010";"PV24  ";"2012JJ00";"   159.9";"     100";"    25.1";"    23.1";"    37.0";"    33.3";"       9";"      10";"      10";"      10";"      11";"      11";"      11";"      10";"      10";"       8"
"119";"1050010";"1050010";"PV24  ";"2013JJ00";"   161.4";"     100";"    25.4";"    23.3";"    37.5";"    33.4";"       9";"      10";"      10";"      10";"      10";"      11";"      11";"      10";"      10";"       9"
"120";"1050010";"1050010";"PV24  ";"2014JJ00";"   162.2";"     100";"    26.5";"    24.0";"    39.2";"    34.3";"       9";"      10";"      10";"      10";"      11";"      11";"      11";"      10";"      10";"       9"
"121";"1050010";"1050010";"PV24  ";"2015JJ00";"   163.9";"     100";"    26.6";"    24.4";"    39.2";"    34.7";"       8";"      10";"      10";"      11";"      11";"      11";"      11";"      10";"      10";"       9"
"122";"1050010";"1050010";"PV24  ";"2016JJ00";"   165.4";"     100";"    27.7";"    25.5";"    40.8";"    35.9";"       8";"      10";"      10";"      11";"      11";"      11";"      11";"      10";"      10";"       9"
"123";"1050010";"1050010";"PV24  ";"2017JJ00";"   167.5";"     100";"    28.4";"    26.1";"    41.9";"    36.7";"       8";"      10";"      10";"      10";"      11";"      11";"      11";"      11";"      10";"       9"
"124";"1050010";"1050010";"PV24  ";"2018JJ00";"   169.6";"     100";"    28.9";"    26.7";"    43.2";"    38.0";"       8";"      10";"      10";"      10";"      11";"      11";"      11";"      11";"      10";"       9"
"125";"1050010";"1050010";"PV24  ";"2019JJ00";"   172.4";"     100";"    30.7";"    28.0";"    45.8";"    39.8";"       8";"      10";"      10";"      11";"      11";"      11";"      11";"      11";"      10";"       9"
"126";"1050010";"1050010";"PV24  ";"2020JJ00";"   175.4";"     100";"    31.5";"    29.2";"    47.0";"    41.4";"       8";"      10";"      10";"      11";"      11";"      11";"      11";"      11";"      10";"       9"
"127";"1050010";"1050010";"PV24  ";"2021JJ00";"   177.8";"     100";"    33.1";"    30.5";"    49.3";"    43.2";"       8";"      10";"      10";"      11";"      11";"      11";"      11";"      11";"      10";"       9"
"128";"1050010";"1050010";"PV24  ";"2022JJ00";"   181.9";"     100";"    35.0";"    32.4";"    52.1";"    45.7";"       8";"       9";"      10";"      10";"      11";"      11";"      11";"      11";"      10";"       9"
"129";"1050010";"1050010";"PV24  ";"2023JJ00";"   186.6";"     100";"    37.6";"    34.8";"    55.8";"    49.0";"       8";"       9";"       9";"      10";"      11";"      11";"      11";"      11";"      10";"       9"
"130";"1050010";"1050010";"PV25  ";"2011JJ00";"   850.9";"     100";"    25.4";"    22.9";"    37.0";"    32.5";"       9";"       9";"      10";"      10";"      11";"      10";"      10";"      10";"      10";"       9"
"131";"1050010";"1050010";"PV25  ";"2012JJ00";"   859.1";"     100";"    25.6";"    23.1";"    37.1";"    32.5";"       9";"       9";"      10";"      10";"      11";"      11";"      10";"      10";"      10";"       9"
"132";"1050010";"1050010";"PV25  ";"2013JJ00";"   867.6";"     100";"    25.7";"    23.3";"    37.2";"    32.5";"       9";"       9";"      10";"      10";"      11";"      11";"      10";"      10";"      10";"       9"
"133";"1050010";"1050010";"PV25  ";"2014JJ00";"   871.5";"     100";"    27.1";"    24.0";"    39.3";"    33.2";"       9";"       9";"      10";"      10";"      11";"      11";"      10";"      10";"      10";"       9"
"134";"1050010";"1050010";"PV25  ";"2015JJ00";"   880.2";"     100";"    26.7";"    24.3";"    38.5";"    33.4";"       9";"       9";"      10";"      10";"      11";"      11";"      10";"      10";"      10";"       9"
"135";"1050010";"1050010";"PV25  ";"2016JJ00";"   886.8";"     100";"    27.8";"    25.3";"    40.2";"    34.4";"       9";"       9";"      10";"      10";"      11";"      11";"      10";"      10";"      10";"       9"
"136";"1050010";"1050010";"PV25  ";"2017JJ00";"   896.8";"     100";"    28.8";"    25.9";"    41.6";"    35.1";"       9";"       9";"      10";"      10";"      11";"      10";"      10";"      10";"      10";"       9"
"137";"1050010";"1050010";"PV25  ";"2018JJ00";"   905.2";"     100";"    29.0";"    26.3";"    42.5";"    36.0";"       9";"      10";"      10";"      10";"      10";"      10";"      10";"      10";"      10";"       9"
"138";"1050010";"1050010";"PV25  ";"2019JJ00";"   914.2";"     100";"    31.2";"    27.6";"    45.7";"    37.7";"       9";"      10";"      10";"      10";"      10";"      10";"      10";"      10";"      10";"       9"
"139";"1050010";"1050010";"PV25  ";"2020JJ00";"   922.3";"     100";"    31.7";"    28.8";"    46.4";"    39.1";"       9";"      10";"      10";"      10";"      11";"      11";"      11";"      10";"      10";"       9"
"140";"1050010";"1050010";"PV25  ";"2021JJ00";"   930.3";"     100";"    33.1";"    30.1";"    48.3";"    40.7";"       9";"      10";"      10";"      10";"      11";"      11";"      10";"      10";"      10";"       9"
"141";"1050010";"1050010";"PV25  ";"2022JJ00";"   940.0";"     100";"    35.0";"    31.7";"    51.1";"    42.8";"       9";"      10";"      10";"      10";"      10";"      11";"      11";"      10";"      10";"       9"
"142";"1050010";"1050010";"PV25  ";"2023JJ00";"   951.9";"     100";"    37.7";"    34.1";"    55.0";"    45.9";"       9";"      10";"      10";"      10";"      10";"      10";"      10";"      10";"      10";"       9"
"143";"1050010";"1050010";"PV26  ";"2011JJ00";"   555.5";"     100";"    27.3";"    24.3";"    39.3";"    33.4";"      11";"       8";"       8";"       9";"       9";"       9";"      10";"      11";"      12";"      13"
"144";"1050010";"1050010";"PV26  ";"2012JJ00";"   560.4";"     100";"    27.5";"    24.5";"    39.5";"    33.5";"      11";"       8";"       8";"       9";"       9";"       9";"      10";"      11";"      12";"      14"
"145";"1050010";"1050010";"PV26  ";"2013JJ00";"   565.6";"     100";"    27.7";"    24.7";"    39.7";"    33.6";"      11";"       8";"       8";"       9";"       9";"       9";"      10";"      11";"      12";"      14"
"146";"1050010";"1050010";"PV26  ";"2014JJ00";"   569.2";"     100";"    29.2";"    25.5";"    42.1";"    34.5";"      11";"       8";"       8";"       9";"       9";"       9";"      10";"      11";"      12";"      14"
"147";"1050010";"1050010";"PV26  ";"2015JJ00";"   575.8";"     100";"    29.0";"    25.9";"    41.6";"    34.9";"      11";"       8";"       8";"       9";"       9";"       9";"      10";"      11";"      12";"      14"
"148";"1050010";"1050010";"PV26  ";"2016JJ00";"   580.9";"     100";"    30.2";"    26.9";"    43.4";"    35.9";"      11";"       8";"       8";"       9";"       9";"       9";"      10";"      11";"      12";"      13"
"149";"1050010";"1050010";"PV26  ";"2017JJ00";"   586.6";"     100";"    31.2";"    27.6";"    44.9";"    36.8";"      11";"       8";"       8";"       9";"       9";"       9";"      10";"      11";"      12";"      13"
"150";"1050010";"1050010";"PV26  ";"2018JJ00";"   592.0";"     100";"    31.5";"    28.1";"    46.0";"    37.9";"      10";"       8";"       8";"       9";"       9";"       9";"      10";"      11";"      12";"      13"
"151";"1050010";"1050010";"PV26  ";"2019JJ00";"   598.2";"     100";"    33.9";"    29.6";"    49.6";"    39.8";"      10";"       8";"       8";"       9";"       9";"       9";"      10";"      11";"      12";"      13"
"152";"1050010";"1050010";"PV26  ";"2020JJ00";"   604.0";"     100";"    34.5";"    30.8";"    50.4";"    41.5";"      10";"       8";"       8";"       9";"       9";"       9";"      10";"      11";"      12";"      14"
"153";"1050010";"1050010";"PV26  ";"2021JJ00";"   608.4";"     100";"    36.2";"    32.3";"    52.8";"    43.4";"      10";"       8";"       8";"       9";"       9";"       9";"      10";"      11";"      12";"      14"
"154";"1050010";"1050010";"PV26  ";"2022JJ00";"   614.3";"     100";"    38.2";"    34.1";"    55.7";"    45.7";"      10";"       8";"       8";"       9";"       9";"       9";"      10";"      11";"      12";"      14"
"155";"1050010";"1050010";"PV26  ";"2023JJ00";"   624.0";"     100";"    41.1";"    36.5";"    59.8";"    48.6";"      10";"       8";"       8";"       9";"       9";"       9";"      10";"      11";"      12";"      14"
"156";"1050010";"1050010";"PV27  ";"2011JJ00";"  1249.6";"     100";"    26.6";"    23.1";"    37.1";"    30.4";"      11";"      10";"       9";"       9";"       9";"       9";"       9";"      10";"      10";"      12"
"157";"1050010";"1050010";"PV27  ";"2012JJ00";"  1261.3";"     100";"    26.8";"    23.3";"    37.3";"    30.5";"      11";"      10";"       9";"       9";"       9";"       9";"      10";"      10";"      10";"      12"
"158";"1050010";"1050010";"PV27  ";"2013JJ00";"  1271.0";"     100";"    27.0";"    23.5";"    37.6";"    30.6";"      11";"      10";"       9";"       9";"       9";"       9";"       9";"      10";"      10";"      12"
"159";"1050010";"1050010";"PV27  ";"2014JJ00";"  1280.8";"     100";"    28.6";"    24.3";"    39.9";"    31.5";"      11";"      10";"       9";"       9";"       9";"       9";"       9";"      10";"      10";"      12"
"160";"1050010";"1050010";"PV27  ";"2015JJ00";"  1296.5";"     100";"    28.5";"    24.7";"    39.8";"    31.9";"      11";"      10";"       9";"       9";"       9";"       9";"       9";"      10";"      10";"      12"
"161";"1050010";"1050010";"PV27  ";"2016JJ00";"  1309.3";"     100";"    29.7";"    25.7";"    41.4";"    32.9";"      11";"      10";"       9";"       9";"       9";"       9";"       9";"      10";"      10";"      12"
"162";"1050010";"1050010";"PV27  ";"2017JJ00";"  1321.9";"     100";"    30.7";"    26.3";"    43.0";"    33.7";"      11";"      10";"       9";"       9";"       9";"       9";"       9";"      10";"      10";"      13"
"163";"1050010";"1050010";"PV27  ";"2018JJ00";"  1332.6";"     100";"    31.2";"    26.8";"    44.3";"    34.7";"      11";"      10";"       9";"       9";"       9";"       9";"       9";"      10";"      10";"      13"
"164";"1050010";"1050010";"PV27  ";"2019JJ00";"  1343.5";"     100";"    33.7";"    28.2";"    47.9";"    36.5";"      11";"      10";"       9";"       9";"       9";"       9";"       9";"      10";"      10";"      13"
"165";"1050010";"1050010";"PV27  ";"2020JJ00";"  1355.3";"     100";"    34.1";"    29.2";"    48.4";"    37.8";"      11";"      10";"       9";"       9";"       9";"       9";"       9";"      10";"      10";"      13"
"166";"1050010";"1050010";"PV27  ";"2021JJ00";"  1362.0";"     100";"    36.0";"    30.6";"    51.0";"    39.5";"      11";"      10";"       9";"       9";"       9";"       9";"       9";"      10";"      10";"      13"
"167";"1050010";"1050010";"PV27  ";"2022JJ00";"  1379.1";"     100";"    38.1";"    32.4";"    53.9";"    41.6";"      10";"      10";"       9";"       9";"       9";"       9";"       9";"      10";"      10";"      13"
"168";"1050010";"1050010";"PV27  ";"2023JJ00";"  1403.2";"     100";"    40.9";"    34.7";"    57.7";"    44.3";"      11";"      10";"       9";"       9";"       9";"       9";"       9";"      10";"      10";"      13"
"169";"1050010";"1050010";"PV28  ";"2011JJ00";"  1570.2";"     100";"    25.9";"    22.9";"    36.7";"    30.6";"      11";"      11";"      10";"       9";"       9";"       9";"      10";"      10";"      10";"      11"
"170";"1050010";"1050010";"PV28  ";"2012JJ00";"  1585.3";"     100";"    26.0";"    23.0";"    36.7";"    30.6";"      11";"      11";"      10";"       9";"       9";"       9";"      10";"      10";"      10";"      11"
"171";"1050010";"1050010";"PV28  ";"2013JJ00";"  1595.3";"     100";"    26.1";"    23.1";"    36.9";"    30.6";"      11";"      11";"      10";"       9";"       9";"       9";"       9";"      10";"      10";"      11"
"172";"1050010";"1050010";"PV28  ";"2014JJ00";"  1599.5";"     100";"    27.6";"    23.8";"    39.0";"    31.4";"      11";"      11";"      10";"       9";"       9";"       9";"       9";"      10";"      10";"      11"
"173";"1050010";"1050010";"PV28  ";"2015JJ00";"  1616.5";"     100";"    27.3";"    24.1";"    38.6";"    31.7";"      11";"      11";"      10";"       9";"       9";"       9";"       9";"      10";"      10";"      11"
"174";"1050010";"1050010";"PV28  ";"2016JJ00";"  1629.2";"     100";"    28.3";"    25.0";"    40.0";"    32.6";"      11";"      11";"      10";"       9";"       9";"       9";"       9";"      10";"      10";"      11"
"175";"1050010";"1050010";"PV28  ";"2017JJ00";"  1644.5";"     100";"    29.3";"    25.6";"    41.5";"    33.4";"      11";"      11";"      10";"       9";"       9";"       9";"       9";"      10";"      10";"      11"
"176";"1050010";"1050010";"PV28  ";"2018JJ00";"  1661.7";"     100";"    29.5";"    26.1";"    42.3";"    34.3";"      11";"      11";"      10";"       9";"       9";"       9";"      10";"      10";"      10";"      11"
"177";"1050010";"1050010";"PV28  ";"2019JJ00";"  1675.7";"     100";"    31.8";"    27.5";"    45.7";"    36.0";"      11";"      11";"      10";"       9";"       9";"       9";"      10";"      10";"      10";"      11"
"178";"1050010";"1050010";"PV28  ";"2020JJ00";"  1691.8";"     100";"    32.2";"    28.6";"    46.3";"    37.4";"      11";"      11";"      10";"       9";"       9";"       9";"      10";"      10";"      10";"      11"
"179";"1050010";"1050010";"PV28  ";"2021JJ00";"  1704.9";"     100";"    33.6";"    29.9";"    48.2";"    39.0";"      11";"      11";"      10";"       9";"       9";"       9";"      10";"      10";"      10";"      11"
"180";"1050010";"1050010";"PV28  ";"2022JJ00";"  1725.4";"     100";"    35.6";"    31.5";"    51.1";"    41.0";"      11";"      11";"      10";"       9";"       9";"       9";"      10";"      10";"      10";"      11"
"181";"1050010";"1050010";"PV28  ";"2023JJ00";"  1751.0";"     100";"    38.3";"    33.9";"    54.8";"    43.8";"      11";"      11";"      10";"       9";"       9";"       9";"      10";"      10";"      10";"      11"
"182";"1050010";"1050010";"PV29  ";"2011JJ00";"   167.2";"     100";"    25.6";"    23.2";"    36.6";"    32.2";"       7";"       9";"      10";"      11";"      11";"      11";"      11";"      11";"      10";"       9"
