"ID";"Populatie";"KenmerkenVanHuishoudens";"RegioS";"Perioden";"ParticuliereHuishoudens_1";"ParticuliereHuishoudensRelatief_2";"GemiddeldGestandaardiseerdInkomen_3";"MediaanGestandaardiseerdInkomen_4";"GemiddeldBesteedbaarInkomen_5";"MediaanBesteedbaarInkomen_6";"GestandaardiseerdInkomen1e10Groep_7";"GestandaardiseerdInkomen2e10Groep_8";"GestandaardiseerdInkomen3e10Groep_9";"GestandaardiseerdInkomen4e10Groep_10";"GestandaardiseerdInkomen5e10Groep_11";"GestandaardiseerdInkomen6e10Groep_12";"GestandaardiseerdInkomen7e10Groep_13";"GestandaardiseerdInkomen8e10Groep_14";"GestandaardiseerdInkomen9e10Groep_15";"GestandaardiseerdInkomen10e10Groep_16"
"5842";"1050010";"1050015";"PV30  ";"2016JJ00";"   375.4";"      34";"    22.7";"    20.3";"    22.7";"    20.2";"      17";"      15";"      14";"      12";"      10";"       9";"       8";"       7";"       5";"       4"
"5843";"1050010";"1050015";"PV30  ";"2017JJ00";"   383.8";"      34";"    23.5";"    20.6";"    23.5";"    20.6";"      17";"      15";"      15";"      12";"      10";"       9";"       8";"       6";"       5";"       4"
"5844";"1050010";"1050015";"PV30  ";"2018JJ00";"   391.2";"      35";"    23.8";"    21.1";"    23.7";"    21.1";"      16";"      14";"      15";"      12";"      10";"       9";"       8";"       7";"       5";"       4"
"5845";"1050010";"1050015";"PV30  ";"2019JJ00";"   398.7";"      35";"    25.2";"    22.1";"    25.2";"    22.1";"      16";"      15";"      15";"      12";"      10";"       9";"       8";"       7";"       5";"       4"
"5846";"1050010";"1050015";"PV30  ";"2020JJ00";"   404.0";"      35";"    25.8";"    22.9";"    25.8";"    22.9";"      16";"      15";"      15";"      12";"      10";"       9";"       8";"       7";"       5";"       4"
"5847";"1050010";"1050015";"PV30  ";"2021JJ00";"   409.6";"      35";"    26.9";"    23.9";"    26.9";"    23.9";"      16";"      15";"      15";"      12";"      11";"       9";"       8";"       6";"       5";"       4"
"5848";"1050010";"1050015";"PV30  ";"2022JJ00";"   420.7";"      36";"    28.6";"    25.4";"    28.5";"    25.4";"      15";"      15";"      16";"      12";"      11";"       9";"       8";"       6";"       5";"       4"
"5849";"1050010";"1050015";"PV30  ";"2023JJ00";"   432.0";"      36";"    30.6";"    27.6";"    30.5";"    27.6";"      15";"      15";"      16";"      13";"      11";"       9";"       8";"       6";"       5";"       4"
"5850";"1050010";"1050015";"PV31  ";"2011JJ00";"   168.1";"      34";"    19.7";"    18.0";"    19.7";"    18.0";"      17";"      18";"      15";"      12";"      10";"       8";"       6";"       5";"       4";"       3"
"5851";"1050010";"1050015";"PV31  ";"2012JJ00";"   171.8";"      34";"    20.0";"    18.2";"    20.0";"    18.2";"      16";"      18";"      15";"      13";"      10";"       8";"       7";"       6";"       4";"       3"
"5852";"1050010";"1050015";"PV31  ";"2013JJ00";"   175.1";"      35";"    20.1";"    18.3";"    20.1";"    18.3";"      16";"      17";"      15";"      12";"      10";"       8";"       7";"       6";"       4";"       3"
"5853";"1050010";"1050015";"PV31  ";"2014JJ00";"   175.4";"      35";"    20.9";"    18.8";"    20.9";"    18.8";"      16";"      17";"      16";"      13";"      10";"       9";"       7";"       6";"       4";"       3"
"5854";"1050010";"1050015";"PV31  ";"2015JJ00";"   179.1";"      35";"    21.1";"    19.0";"    21.1";"    19.0";"      15";"      17";"      16";"      13";"      10";"       9";"       7";"       6";"       4";"       3"
"5855";"1050010";"1050015";"PV31  ";"2016JJ00";"   181.9";"      36";"    21.8";"    19.7";"    21.8";"    19.6";"      15";"      17";"      16";"      13";"      11";"       9";"       7";"       6";"       4";"       3"
"5856";"1050010";"1050015";"PV31  ";"2017JJ00";"   186.2";"      36";"    22.2";"    20.0";"    22.2";"    20.0";"      16";"      17";"      16";"      13";"      11";"       9";"       7";"       5";"       4";"       3"
"5857";"1050010";"1050015";"PV31  ";"2018JJ00";"   188.5";"      36";"    22.6";"    20.5";"    22.6";"    20.5";"      16";"      17";"      16";"      13";"      11";"       9";"       7";"       5";"       4";"       3"
"5858";"1050010";"1050015";"PV31  ";"2019JJ00";"   191.2";"      37";"    23.9";"    21.3";"    23.8";"    21.3";"      16";"      17";"      16";"      13";"      11";"       8";"       7";"       5";"       4";"       3"
"5859";"1050010";"1050015";"PV31  ";"2020JJ00";"   193.3";"      37";"    24.4";"    22.1";"    24.4";"    22.1";"      16";"      17";"      16";"      13";"      11";"       8";"       7";"       5";"       4";"       3"
"5860";"1050010";"1050015";"PV31  ";"2021JJ00";"   196.0";"      37";"    25.4";"    23.0";"    25.4";"    22.9";"      16";"      17";"      16";"      13";"      11";"       8";"       7";"       5";"       4";"       3"
"5861";"1050010";"1050015";"PV31  ";"2022JJ00";"   201.2";"      38";"    26.9";"    24.3";"    26.8";"    24.2";"      16";"      17";"      17";"      13";"      11";"       8";"       7";"       5";"       3";"       3"
"5862";"1050010";"1050015";"PV31  ";"2023JJ00";"   206.2";"      39";"    28.8";"    26.4";"    28.7";"    26.4";"      16";"      17";"      17";"      14";"      11";"       8";"       7";"       5";"       3";"       2"
"11284";"1050010";"1016010";"NL01  ";"2011JJ00";"  4724.0";"      64";"    28.3";"    25.3";"    45.5";"    40.4";"       5";"       7";"       8";"       9";"      10";"      11";"      12";"      12";"      13";"      13"
"11285";"1050010";"1016010";"NL01  ";"2012JJ00";"  4738.8";"      64";"    28.5";"    25.5";"    45.7";"    40.7";"       5";"       7";"       8";"       9";"      10";"      11";"      12";"      12";"      13";"      13"
"11286";"1050010";"1016010";"NL01  ";"2013JJ00";"  4754.4";"      64";"    28.7";"    25.8";"    46.1";"    41.0";"       5";"       7";"       8";"       9";"      10";"      11";"      12";"      12";"      13";"      13"
"11287";"1050010";"1016010";"NL01  ";"2014JJ00";"  4774.7";"      64";"    30.4";"    26.6";"    48.7";"    42.3";"       5";"       7";"       8";"       9";"      10";"      11";"      12";"      12";"      13";"      13"
"11288";"1050010";"1016010";"NL01  ";"2015JJ00";"  4785.8";"      63";"    30.1";"    27.1";"    48.3";"    43.1";"       5";"       7";"       8";"       9";"      10";"      11";"      12";"      12";"      13";"      13"
"11289";"1050010";"1016010";"NL01  ";"2016JJ00";"  4802.8";"      63";"    31.5";"    28.3";"    50.4";"    44.9";"       5";"       7";"       8";"       9";"      10";"      11";"      12";"      12";"      13";"      13"
"11290";"1050010";"1016010";"NL01  ";"2017JJ00";"  4822.4";"      63";"    32.7";"    29.1";"    52.5";"    46.1";"       5";"       7";"       8";"       9";"      10";"      11";"      12";"      12";"      13";"      13"
"11291";"1050010";"1016010";"NL01  ";"2018JJ00";"  4850.5";"      63";"    32.9";"    29.5";"    53.9";"    47.6";"       5";"       7";"       8";"       9";"      10";"      11";"      12";"      12";"      13";"      13"
"11292";"1050010";"1016010";"NL01  ";"2019JJ00";"  4877.5";"      62";"    35.6";"    31.0";"    58.2";"    50.0";"       5";"       7";"       7";"       9";"      10";"      11";"      12";"      12";"      13";"      13"
"11293";"1050010";"1016010";"NL01  ";"2020JJ00";"  4908.6";"      62";"    36.0";"    32.3";"    59.1";"    52.1";"       5";"       7";"       7";"       9";"      10";"      11";"      12";"      12";"      13";"      13"
"11294";"1050010";"1016010";"NL01  ";"2021JJ00";"  4937.4";"      62";"    37.7";"    33.9";"    61.7";"    54.5";"       5";"       7";"       7";"       9";"      10";"      11";"      12";"      12";"      13";"      13"
"11295";"1050010";"1016010";"NL01  ";"2022JJ00";"  4956.4";"      62";"    40.0";"    35.8";"    65.4";"    57.7";"       6";"       7";"       7";"       9";"      10";"      11";"      12";"      12";"      13";"      14"
"11296";"1050010";"1016010";"NL01  ";"2023JJ00";"  4992.9";"      61";"    43.1";"    38.7";"    70.6";"    62.1";"       6";"       7";"       7";"       9";"      10";"      11";"      12";"      13";"      13";"      14"
"11349";"1050010";"1016010";"PV20  ";"2011JJ00";"   161.0";"      59";"    25.5";"    23.1";"    40.2";"    36.5";"       6";"       9";"      11";"      12";"      12";"      11";"      11";"      10";"      10";"       9"
"11350";"1050010";"1016010";"PV20  ";"2012JJ00";"   160.7";"      58";"    25.6";"    23.3";"    40.4";"    36.8";"       7";"       8";"      11";"      12";"      12";"      12";"      11";"      10";"      10";"       9"
"11351";"1050010";"1016010";"PV20  ";"2013JJ00";"   160.6";"      57";"    25.9";"    23.6";"    40.9";"    37.2";"       7";"       8";"      10";"      11";"      12";"      11";"      11";"      11";"      10";"       9"
"11352";"1050010";"1016010";"PV20  ";"2014JJ00";"   160.6";"      57";"    27.1";"    24.4";"    42.7";"    38.3";"       7";"       8";"      10";"      11";"      12";"      11";"      11";"      11";"      10";"       9"
"11353";"1050010";"1016010";"PV20  ";"2015JJ00";"   160.0";"      57";"    27.2";"    24.8";"    42.8";"    38.9";"       7";"       9";"      10";"      11";"      11";"      11";"      11";"      11";"      10";"       9"
"11354";"1050010";"1016010";"PV20  ";"2016JJ00";"   159.8";"      56";"    28.4";"    25.9";"    44.6";"    40.3";"       7";"       9";"      10";"      11";"      11";"      11";"      11";"      11";"      10";"       9"
"11355";"1050010";"1016010";"PV20  ";"2017JJ00";"   159.7";"      56";"    29.2";"    26.5";"    46.0";"    41.4";"       7";"       9";"      10";"      11";"      11";"      11";"      11";"      11";"      10";"       9"
"11356";"1050010";"1016010";"PV20  ";"2018JJ00";"   159.5";"      56";"    29.4";"    26.9";"    47.1";"    42.7";"       7";"       9";"       9";"      11";"      11";"      11";"      11";"      11";"      10";"       9"
"11357";"1050010";"1016010";"PV20  ";"2019JJ00";"   159.8";"      56";"    31.1";"    28.2";"    49.9";"    44.8";"       7";"       9";"       9";"      11";"      11";"      11";"      11";"      11";"      10";"       9"
"11358";"1050010";"1016010";"PV20  ";"2020JJ00";"   160.1";"      56";"    32.1";"    29.6";"    51.6";"    46.9";"       7";"       9";"       9";"      11";"      11";"      11";"      11";"      11";"      10";"       9"
"11359";"1050010";"1016010";"PV20  ";"2021JJ00";"   160.6";"      55";"    33.9";"    30.9";"    54.4";"    48.9";"       7";"       9";"       9";"      11";"      11";"      11";"      11";"      11";"      11";"       9"
"11360";"1050010";"1016010";"PV20  ";"2022JJ00";"   160.4";"      55";"    35.5";"    32.8";"    56.9";"    51.7";"       8";"       9";"       9";"      11";"      11";"      12";"      11";"      11";"      11";"       9"
"11361";"1050010";"1016010";"PV20  ";"2023JJ00";"   161.3";"      55";"    38.2";"    35.5";"    61.4";"    56.0";"       7";"       9";"       9";"      10";"      11";"      12";"      11";"      12";"      11";"       9"
"11362";"1050010";"1016010";"PV21  ";"2011JJ00";"   186.8";"      67";"    25.7";"    23.4";"    41.2";"    37.5";"       5";"       8";"      10";"      12";"      12";"      12";"      12";"      11";"      10";"       8"
"11363";"1050010";"1016010";"PV21  ";"2012JJ00";"   186.8";"      66";"    25.8";"    23.7";"    41.3";"    37.8";"       5";"       8";"      10";"      12";"      12";"      12";"      12";"      11";"      10";"       8"
"11364";"1050010";"1016010";"PV21  ";"2013JJ00";"   186.6";"      66";"    26.2";"    23.9";"    41.8";"    38.2";"       5";"       7";"      10";"      12";"      13";"      12";"      12";"      11";"      10";"       8"
"11365";"1050010";"1016010";"PV21  ";"2014JJ00";"   186.5";"      66";"    27.5";"    24.7";"    44.0";"    39.4";"       5";"       8";"      10";"      12";"      13";"      12";"      12";"      11";"      10";"       8"
"11366";"1050010";"1016010";"PV21  ";"2015JJ00";"   186.2";"      65";"    27.3";"    25.2";"    43.6";"    40.0";"       5";"       8";"      10";"      11";"      12";"      12";"      12";"      11";"      10";"       8"
"11367";"1050010";"1016010";"PV21  ";"2016JJ00";"   186.0";"      65";"    28.6";"    26.3";"    45.7";"    41.7";"       5";"       8";"       9";"      11";"      12";"      12";"      12";"      11";"      10";"       8"
"11368";"1050010";"1016010";"PV21  ";"2017JJ00";"   185.7";"      65";"    29.6";"    27.0";"    47.3";"    42.8";"       5";"       7";"       9";"      11";"      12";"      12";"      12";"      11";"      10";"       8"
"11369";"1050010";"1016010";"PV21  ";"2018JJ00";"   185.7";"      64";"    29.9";"    27.4";"    48.8";"    44.1";"       5";"       8";"       9";"      11";"      12";"      12";"      12";"      11";"      10";"       8"
"11370";"1050010";"1016010";"PV21  ";"2019JJ00";"   185.8";"      64";"    31.9";"    28.7";"    52.0";"    46.2";"       5";"       8";"       9";"      11";"      12";"      12";"      12";"      11";"      10";"       8"
"11371";"1050010";"1016010";"PV21  ";"2020JJ00";"   186.2";"      64";"    32.5";"    30.0";"    53.1";"    48.4";"       5";"       8";"       9";"      11";"      12";"      13";"      12";"      11";"      10";"       8"
"11372";"1050010";"1016010";"PV21  ";"2021JJ00";"   186.9";"      64";"    34.0";"    31.4";"    55.3";"    50.5";"       5";"       8";"       9";"      11";"      12";"      13";"      12";"      12";"      10";"       8"
"11373";"1050010";"1016010";"PV21  ";"2022JJ00";"   186.9";"      63";"    36.0";"    33.2";"    58.7";"    53.3";"       6";"       8";"       8";"      11";"      12";"      13";"      12";"      12";"      10";"       8"
"11374";"1050010";"1016010";"PV21  ";"2023JJ00";"   187.8";"      63";"    38.9";"    35.9";"    63.4";"    57.4";"       5";"       8";"       9";"      11";"      12";"      13";"      12";"      12";"      11";"       8"
"11375";"1050010";"1016010";"PV22  ";"2011JJ00";"   146.5";"      70";"    26.5";"    24.2";"    42.2";"    38.5";"       4";"       7";"       9";"      11";"      12";"      12";"      12";"      12";"      11";"       9"
"11376";"1050010";"1016010";"PV22  ";"2012JJ00";"   146.2";"      70";"    26.8";"    24.5";"    42.6";"    38.8";"       4";"       7";"       9";"      11";"      12";"      12";"      12";"      12";"      11";"       9"
"11377";"1050010";"1016010";"PV22  ";"2013JJ00";"   146.0";"      69";"    27.0";"    24.7";"    42.9";"    39.1";"       4";"       7";"       9";"      11";"      12";"      12";"      12";"      12";"      11";"       9"
"11378";"1050010";"1016010";"PV22  ";"2014JJ00";"   145.9";"      69";"    28.3";"    25.5";"    45.0";"    40.4";"       4";"       7";"       9";"      11";"      12";"      12";"      12";"      12";"      11";"       9"
"11379";"1050010";"1016010";"PV22  ";"2015JJ00";"   145.7";"      69";"    28.3";"    26.0";"    44.9";"    41.1";"       4";"       7";"       9";"      11";"      12";"      12";"      13";"      12";"      11";"      10"
"11380";"1050010";"1016010";"PV22  ";"2016JJ00";"   145.4";"      68";"    29.5";"    27.1";"    46.9";"    42.7";"       4";"       7";"       9";"      11";"      12";"      12";"      12";"      12";"      11";"      10"
"11381";"1050010";"1016010";"PV22  ";"2017JJ00";"   145.4";"      68";"    30.7";"    27.9";"    48.7";"    43.8";"       4";"       7";"       9";"      11";"      12";"      12";"      13";"      12";"      11";"      10"
"11382";"1050010";"1016010";"PV22  ";"2018JJ00";"   145.8";"      68";"    30.8";"    28.2";"    49.9";"    45.1";"       4";"       7";"       9";"      11";"      12";"      12";"      12";"      12";"      11";"       9"
"11383";"1050010";"1016010";"PV22  ";"2019JJ00";"   146.1";"      67";"    32.6";"    29.7";"    52.8";"    47.4";"       4";"       7";"       8";"      11";"      12";"      12";"      13";"      12";"      11";"       9"
"11384";"1050010";"1016010";"PV22  ";"2020JJ00";"   146.3";"      67";"    33.7";"    31.0";"    54.6";"    49.6";"       4";"       7";"       8";"      11";"      12";"      13";"      12";"      12";"      11";"      10"
"11385";"1050010";"1016010";"PV22  ";"2021JJ00";"   146.8";"      67";"    35.3";"    32.4";"    57.1";"    51.7";"       4";"       7";"       8";"      11";"      12";"      13";"      13";"      12";"      11";"       9"
"11386";"1050010";"1016010";"PV22  ";"2022JJ00";"   147.2";"      67";"    37.1";"    34.2";"    60.2";"    54.6";"       5";"       7";"       8";"      11";"      12";"      13";"      13";"      12";"      12";"       9"
"11387";"1050010";"1016010";"PV22  ";"2023JJ00";"   148.0";"      66";"    40.1";"    37.0";"    65.0";"    59.0";"       5";"       7";"       8";"      10";"      11";"      13";"      13";"      13";"      12";"      10"
"11388";"1050010";"1016010";"PV23  ";"2011JJ00";"   322.2";"      68";"    26.6";"    24.2";"    43.3";"    39.2";"       5";"       7";"       9";"      11";"      12";"      12";"      12";"      12";"      11";"       9"
"11389";"1050010";"1016010";"PV23  ";"2012JJ00";"   323.1";"      68";"    26.7";"    24.5";"    43.5";"    39.4";"       5";"       7";"       9";"      11";"      12";"      12";"      12";"      12";"      11";"       9"
"11390";"1050010";"1016010";"PV23  ";"2013JJ00";"   324.2";"      67";"    27.0";"    24.7";"    43.8";"    39.8";"       5";"       7";"       9";"      11";"      12";"      12";"      12";"      12";"      11";"       9"
"11391";"1050010";"1016010";"PV23  ";"2014JJ00";"   324.8";"      68";"    28.4";"    25.4";"    46.2";"    41.1";"       5";"       7";"       9";"      11";"      12";"      12";"      12";"      12";"      11";"       9"
"11392";"1050010";"1016010";"PV23  ";"2015JJ00";"   324.9";"      67";"    28.2";"    25.9";"    45.7";"    41.8";"       5";"       7";"       9";"      11";"      12";"      12";"      12";"      12";"      11";"       9"
"11393";"1050010";"1016010";"PV23  ";"2016JJ00";"   325.3";"      67";"    29.6";"    27.1";"    48.0";"    43.7";"       5";"       7";"       9";"      11";"      12";"      12";"      12";"      12";"      12";"       9"
"11394";"1050010";"1016010";"PV23  ";"2017JJ00";"   326.1";"      66";"    30.7";"    27.9";"    49.8";"    44.9";"       5";"       7";"       8";"      10";"      12";"      12";"      12";"      12";"      12";"      10"
"11395";"1050010";"1016010";"PV23  ";"2018JJ00";"   326.7";"      66";"    30.9";"    28.3";"    51.1";"    46.3";"       5";"       7";"       8";"      10";"      12";"      12";"      12";"      12";"      12";"       9"
"11396";"1050010";"1016010";"PV23  ";"2019JJ00";"   328.0";"      66";"    33.2";"    29.8";"    55.0";"    48.7";"       5";"       7";"       8";"      10";"      12";"      12";"      13";"      12";"      12";"       9"
"11397";"1050010";"1016010";"PV23  ";"2020JJ00";"   329.4";"      65";"    34.0";"    31.1";"    56.4";"    50.9";"       5";"       7";"       8";"      10";"      11";"      12";"      12";"      12";"      12";"      10"
"11398";"1050010";"1016010";"PV23  ";"2021JJ00";"   331.0";"      65";"    35.6";"    32.7";"    58.9";"    53.3";"       5";"       7";"       8";"      10";"      11";"      12";"      13";"      13";"      12";"      10"
"11399";"1050010";"1016010";"PV23  ";"2022JJ00";"   331.7";"      65";"    37.8";"    34.6";"    62.5";"    56.5";"       5";"       7";"       7";"      10";"      11";"      12";"      13";"      13";"      12";"      10"
"11400";"1050010";"1016010";"PV23  ";"2023JJ00";"   333.8";"      64";"    40.9";"    37.5";"    67.7";"    61.0";"       5";"       7";"       7";"      10";"      11";"      12";"      13";"      13";"      12";"      10"
"11401";"1050010";"1016010";"PV24  ";"2011JJ00";"   111.8";"      71";"    27.0";"    24.8";"    44.2";"    40.4";"       5";"       7";"       8";"      10";"      11";"      12";"      12";"      12";"      12";"      11"
"11402";"1050010";"1016010";"PV24  ";"2012JJ00";"   112.6";"      70";"    26.9";"    24.8";"    43.9";"    40.4";"       6";"       7";"       8";"      10";"      11";"      11";"      12";"      12";"      12";"      10"
"11403";"1050010";"1016010";"PV24  ";"2013JJ00";"   113.5";"      70";"    27.2";"    25.1";"    44.5";"    40.8";"       6";"       7";"       8";"      10";"      11";"      11";"      12";"      12";"      12";"      11"
"11404";"1050010";"1016010";"PV24  ";"2014JJ00";"   114.0";"      70";"    28.5";"    25.9";"    46.5";"    42.0";"       6";"       8";"       8";"      10";"      11";"      11";"      12";"      12";"      12";"      11"
"11405";"1050010";"1016010";"PV24  ";"2015JJ00";"   114.4";"      70";"    28.6";"    26.4";"    46.6";"    42.8";"       6";"       8";"       8";"      10";"      11";"      11";"      12";"      12";"      12";"      11"
"11406";"1050010";"1016010";"PV24  ";"2016JJ00";"   115.1";"      70";"    29.9";"    27.6";"    48.8";"    44.7";"       5";"       7";"       8";"      10";"      11";"      11";"      12";"      12";"      12";"      11"
"11407";"1050010";"1016010";"PV24  ";"2017JJ00";"   115.9";"      69";"    30.9";"    28.4";"    50.3";"    45.8";"       5";"       7";"       8";"      10";"      11";"      11";"      12";"      12";"      13";"      11"
"11408";"1050010";"1016010";"PV24  ";"2018JJ00";"   117.3";"      69";"    31.2";"    28.9";"    51.8";"    47.4";"       5";"       7";"       8";"      10";"      11";"      12";"      12";"      12";"      13";"      11"
"11409";"1050010";"1016010";"PV24  ";"2019JJ00";"   118.8";"      69";"    33.3";"    30.4";"    55.3";"    49.8";"       5";"       7";"       7";"      10";"      11";"      12";"      12";"      12";"      13";"      11"
"11410";"1050010";"1016010";"PV24  ";"2020JJ00";"   120.2";"      69";"    34.1";"    31.7";"    56.8";"    52.1";"       5";"       7";"       8";"      10";"      11";"      12";"      12";"      12";"      13";"      11"
"11411";"1050010";"1016010";"PV24  ";"2021JJ00";"   122.1";"      69";"    35.9";"    33.1";"    59.5";"    54.4";"       5";"       7";"       7";"      10";"      11";"      12";"      12";"      13";"      13";"      11"
"11412";"1050010";"1016010";"PV24  ";"2022JJ00";"   124.0";"      68";"    38.0";"    35.3";"    63.1";"    57.8";"       6";"       6";"       7";"      10";"      11";"      12";"      12";"      13";"      13";"      11"
"11413";"1050010";"1016010";"PV24  ";"2023JJ00";"   126.1";"      68";"    41.0";"    38.2";"    68.0";"    62.4";"       5";"       6";"       7";"       9";"      10";"      12";"      12";"      13";"      13";"      12"
"11414";"1050010";"1016010";"PV25  ";"2011JJ00";"   571.6";"      67";"    28.0";"    25.3";"    45.3";"    40.6";"       4";"       6";"       8";"      10";"      11";"      12";"      12";"      13";"      13";"      12"
"11415";"1050010";"1016010";"PV25  ";"2012JJ00";"   573.2";"      67";"    28.2";"    25.5";"    45.5";"    40.9";"       4";"       6";"       8";"      10";"      11";"      12";"      12";"      13";"      13";"      12"
"11416";"1050010";"1016010";"PV25  ";"2013JJ00";"   575.3";"      66";"    28.4";"    25.7";"    45.7";"    41.2";"       4";"       6";"       8";"      10";"      11";"      12";"      12";"      12";"      13";"      12"
"11417";"1050010";"1016010";"PV25  ";"2014JJ00";"   577.5";"      66";"    30.1";"    26.5";"    48.4";"    42.4";"       4";"       6";"       8";"      10";"      11";"      11";"      12";"      12";"      12";"      12"
"11418";"1050010";"1016010";"PV25  ";"2015JJ00";"   579.2";"      66";"    29.6";"    27.0";"    47.5";"    43.2";"       4";"       6";"       8";"      10";"      11";"      12";"      12";"      12";"      13";"      12"
"11419";"1050010";"1016010";"PV25  ";"2016JJ00";"   580.8";"      65";"    31.0";"    28.2";"    49.8";"    45.0";"       4";"       6";"       8";"      10";"      11";"      11";"      12";"      13";"      13";"      12"
"11420";"1050010";"1016010";"PV25  ";"2017JJ00";"   583.7";"      65";"    32.2";"    29.0";"    51.9";"    46.3";"       4";"       6";"       8";"       9";"      11";"      11";"      12";"      13";"      13";"      12"
"11421";"1050010";"1016010";"PV25  ";"2018JJ00";"   587.3";"      65";"    32.4";"    29.4";"    53.2";"    47.6";"       4";"       6";"       8";"       9";"      11";"      12";"      12";"      13";"      13";"      12"
"11422";"1050010";"1016010";"PV25  ";"2019JJ00";"   590.7";"      65";"    35.0";"    30.9";"    57.5";"    50.0";"       4";"       7";"       7";"      10";"      11";"      12";"      12";"      13";"      13";"      12"
"11423";"1050010";"1016010";"PV25  ";"2020JJ00";"   593.9";"      64";"    35.5";"    32.3";"    58.4";"    52.2";"       4";"       6";"       7";"       9";"      11";"      12";"      12";"      13";"      13";"      12"
"11424";"1050010";"1016010";"PV25  ";"2021JJ00";"   598.0";"      64";"    37.1";"    33.8";"    60.9";"    54.6";"       4";"       6";"       7";"       9";"      11";"      12";"      12";"      13";"      13";"      12"
"11425";"1050010";"1016010";"PV25  ";"2022JJ00";"   600.8";"      64";"    39.3";"    35.7";"    64.5";"    57.7";"       5";"       6";"       7";"       9";"      10";"      12";"      12";"      13";"      13";"      12"
"11426";"1050010";"1016010";"PV25  ";"2023JJ00";"   604.8";"      64";"    42.5";"    38.6";"    69.7";"    62.3";"       4";"       6";"       7";"       9";"      10";"      12";"      12";"      13";"      13";"      12"
"11427";"1050010";"1016010";"PV26  ";"2011JJ00";"   348.0";"      63";"    31.0";"    27.5";"    50.2";"    44.2";"       4";"       6";"       7";"       8";"       9";"      10";"      11";"      13";"      15";"      18"
"11428";"1050010";"1016010";"PV26  ";"2012JJ00";"   350.3";"      63";"    31.2";"    27.7";"    50.4";"    44.5";"       5";"       6";"       7";"       8";"       9";"      10";"      11";"      13";"      15";"      18"
"11429";"1050010";"1016010";"PV26  ";"2013JJ00";"   352.9";"      62";"    31.4";"    28.0";"    50.7";"    45.0";"       5";"       6";"       7";"       8";"       9";"      10";"      11";"      13";"      15";"      18"
"11430";"1050010";"1016010";"PV26  ";"2014JJ00";"   355.6";"      62";"    33.3";"    28.9";"    53.9";"    46.4";"       5";"       6";"       6";"       8";"       9";"      10";"      11";"      13";"      15";"      18"
"11431";"1050010";"1016010";"PV26  ";"2015JJ00";"   357.7";"      62";"    32.9";"    29.5";"    53.2";"    47.2";"       5";"       6";"       6";"       8";"       9";"      10";"      11";"      13";"      15";"      18"
"11432";"1050010";"1016010";"PV26  ";"2016JJ00";"   360.7";"      62";"    34.4";"    30.7";"    55.7";"    49.3";"       5";"       6";"       6";"       8";"       9";"      10";"      11";"      13";"      15";"      18"
"11433";"1050010";"1016010";"PV26  ";"2017JJ00";"   363.2";"      62";"    35.7";"    31.6";"    57.9";"    50.6";"       5";"       6";"       6";"       7";"       9";"      10";"      11";"      13";"      15";"      18"
"11434";"1050010";"1016010";"PV26  ";"2018JJ00";"   366.9";"      62";"    35.9";"    32.0";"    59.3";"    52.2";"       5";"       6";"       6";"       7";"       9";"      10";"      11";"      13";"      16";"      18"
"11435";"1050010";"1016010";"PV26  ";"2019JJ00";"   370.3";"      62";"    38.9";"    33.7";"    64.2";"    54.8";"       5";"       6";"       6";"       7";"       9";"      10";"      11";"      13";"      16";"      18"
"11436";"1050010";"1016010";"PV26  ";"2020JJ00";"   374.5";"      62";"    39.3";"    35.2";"    65.0";"    57.3";"       5";"       6";"       6";"       7";"       8";"      10";"      11";"      13";"      16";"      18"
"11437";"1050010";"1016010";"PV26  ";"2021JJ00";"   377.7";"      62";"    41.2";"    36.8";"    68.0";"    59.9";"       5";"       6";"       6";"       7";"       8";"      10";"      11";"      13";"      16";"      19"
"11438";"1050010";"1016010";"PV26  ";"2022JJ00";"   379.8";"      62";"    43.6";"    38.9";"    71.9";"    63.3";"       5";"       5";"       5";"       7";"       8";"      10";"      11";"      13";"      16";"      19"
"11439";"1050010";"1016010";"PV26  ";"2023JJ00";"   383.2";"      61";"    47.0";"    41.9";"    77.5";"    68.0";"       5";"       5";"       6";"       7";"       8";"      10";"      11";"      13";"      16";"      19"
"11440";"1050010";"1016010";"PV27  ";"2011JJ00";"   739.8";"      59";"    29.8";"    26.1";"    47.6";"    41.4";"       6";"       7";"       7";"       8";"       9";"      10";"      11";"      12";"      13";"      16"
"11441";"1050010";"1016010";"PV27  ";"2012JJ00";"   744.2";"      59";"    30.0";"    26.3";"    47.9";"    41.7";"       6";"       7";"       7";"       8";"       9";"      10";"      11";"      12";"      13";"      16"
"11442";"1050010";"1016010";"PV27  ";"2013JJ00";"   748.4";"      59";"    30.2";"    26.5";"    48.3";"    42.1";"       6";"       7";"       7";"       9";"       9";"      10";"      11";"      12";"      13";"      16"
"11443";"1050010";"1016010";"PV27  ";"2014JJ00";"   754.4";"      59";"    32.2";"    27.4";"    51.4";"    43.4";"       6";"       7";"       7";"       8";"       9";"      10";"      11";"      12";"      13";"      16"
"11444";"1050010";"1016010";"PV27  ";"2015JJ00";"   758.6";"      59";"    32.1";"    28.1";"    51.3";"    44.3";"       6";"       7";"       7";"       8";"       9";"      10";"      11";"      12";"      13";"      16"
