"ID";"Geslacht";"Leeftijd";"RegioS";"Perioden";"TotaalPersonenInHuishoudens_1";"TotaalInParticuliereHuishoudens_2";"ThuiswonendKind_3";"Alleenstaand_4";"TotaalSamenwonendePersonen_5";"PartnerInNietGehuwdPaarZonderKi_6";"PartnerInGehuwdPaarZonderKinderen_7";"PartnerInNietGehuwdPaarMetKinderen_8";"PartnerInGehuwdPaarMetKinderen_9";"OuderInEenouderhuishouden_10";"OverigLidHuishouden_11";"PersonenInInstitutioneleHuishoudens_12"
"447149";"3000   ";"70600";"PV26  ";"2024JJ00";"   48146";"   47354";"   10821";"   16501";"   18523";"   12821";"    2563";"    1021";"    2118";"      31";"    1478";"     792"
"447150";"3000   ";"70600";"PV27  ";"2000JJ00";"   99221";"   98645";"   17965";"   32718";"   44292";"   25853";"    6984";"    3299";"    8156";"     103";"    3567";"     576"
"447151";"3000   ";"70600";"PV27  ";"2001JJ00";"   94313";"   93769";"   17460";"   31510";"   41006";"   23905";"    6296";"    3405";"    7400";"     107";"    3686";"     544"
"447152";"3000   ";"70600";"PV27  ";"2002JJ00";"   89958";"   89395";"   17162";"   30055";"   38284";"   22612";"    5657";"    3357";"    6658";"     104";"    3790";"     563"
"447153";"3000   ";"70600";"PV27  ";"2003JJ00";"   85945";"   85371";"   16539";"   28749";"   36327";"   21585";"    5286";"    3257";"    6199";"     108";"    3648";"     574"
"447154";"3000   ";"70600";"PV27  ";"2004JJ00";"   83581";"   82989";"   16514";"   28101";"   34740";"   20514";"    5165";"    3228";"    5833";"     129";"    3505";"     592"
"447155";"3000   ";"70600";"PV27  ";"2005JJ00";"   81694";"   81071";"   16448";"   27430";"   33492";"   19821";"    4833";"    3232";"    5606";"     129";"    3572";"     623"
"447156";"3000   ";"70600";"PV27  ";"2006JJ00";"   81265";"   80707";"   16525";"   27783";"   32775";"   19645";"    4571";"    3213";"    5346";"     129";"    3495";"     558"
"447157";"3000   ";"70600";"PV27  ";"2007JJ00";"   81244";"   80749";"   16440";"   27814";"   32671";"   19701";"    4426";"    3359";"    5185";"     124";"    3700";"     495"
"447158";"3000   ";"70600";"PV27  ";"2008JJ00";"   81765";"   81281";"   16116";"   28136";"   32921";"   20002";"    4315";"    3524";"    5080";"     114";"    3994";"     484"
"447159";"3000   ";"70600";"PV27  ";"2009JJ00";"   83087";"   82630";"   15852";"   28907";"   33528";"   20473";"    4383";"    3633";"    5039";"     108";"    4235";"     457"
"447160";"3000   ";"70600";"PV27  ";"2010JJ00";"   84547";"   84038";"   16240";"   29264";"   33888";"   20609";"    4434";"    3833";"    5012";"     119";"    4527";"     509"
"447161";"3000   ";"70600";"PV27  ";"2011JJ00";"   85143";"   84437";"   16771";"   29709";"   34418";"   20862";"    4534";"    3937";"    5085";"     124";"    3415";"     706"
"447162";"3000   ";"70600";"PV27  ";"2012JJ00";"   86380";"   85713";"   17727";"   30359";"   34147";"   20932";"    4395";"    3886";"    4934";"     113";"    3367";"     667"
"447163";"3000   ";"70600";"PV27  ";"2013JJ00";"   87802";"   87074";"   18384";"   30487";"   34508";"   21605";"    4166";"    3922";"    4815";"     132";"    3563";"     728"
"447164";"3000   ";"70600";"PV27  ";"2014JJ00";"   90283";"   89380";"   19184";"   30818";"   35582";"   22718";"    4150";"    3976";"    4738";"     119";"    3677";"     903"
"447165";"3000   ";"70600";"PV27  ";"2015JJ00";"   92468";"   91573";"   20016";"   31890";"   35887";"   23214";"    4069";"    4039";"    4565";"     121";"    3659";"     895"
"447166";"3000   ";"70600";"PV27  ";"2016JJ00";"   95888";"   94850";"   21063";"   33137";"   36781";"   24306";"    4160";"    3860";"    4455";"     108";"    3761";"    1038"
"447167";"3000   ";"70600";"PV27  ";"2017JJ00";"   99322";"   97941";"   21868";"   34717";"   37446";"   25038";"    4288";"    3800";"    4320";"     101";"    3809";"    1381"
"447168";"3000   ";"70600";"PV27  ";"2018JJ00";"  101328";"  100039";"   22631";"   35689";"   37788";"   25609";"    4319";"    3622";"    4238";"      98";"    3833";"    1289"
"447169";"3000   ";"70600";"PV27  ";"2019JJ00";"  103061";"  101765";"   23404";"   35934";"   38462";"   26468";"    4480";"    3440";"    4074";"      78";"    3887";"    1296"
"447170";"3000   ";"70600";"PV27  ";"2020JJ00";"  105089";"  103783";"   24288";"   36384";"   39373";"   27555";"    4568";"    3281";"    3969";"      92";"    3646";"    1306"
"447171";"3000   ";"70600";"PV27  ";"2021JJ00";"  103273";"  101886";"   24167";"   34362";"   39594";"   28820";"    4069";"    3113";"    3592";"      82";"    3681";"    1387"
"447172";"3000   ";"70600";"PV27  ";"2022JJ00";"  103286";"  101825";"   23828";"   34848";"   39588";"   29178";"    4023";"    3021";"    3366";"      63";"    3498";"    1461"
"447173";"3000   ";"70600";"PV27  ";"2023JJ00";"  105248";"  103677";"   24490";"   36169";"   39599";"   29086";"    4289";"    2880";"    3344";"      74";"    3345";"    1571"
"447174";"3000   ";"70600";"PV27  ";"2024JJ00";"  107009";"  105257";"   25790";"   37051";"   38520";"   28141";"    4424";"    2754";"    3201";"      83";"    3813";"    1752"
"447175";"3000   ";"70600";"PV28  ";"2000JJ00";"  132081";"  131316";"   23849";"   39570";"   63722";"   30479";"   13221";"    4308";"   15714";"     132";"    4043";"     765"
"447176";"3000   ";"70600";"PV28  ";"2001JJ00";"  125670";"  124967";"   23275";"   37778";"   59679";"   29192";"   11899";"    4320";"   14268";"     153";"    4082";"     703"
"447177";"3000   ";"70600";"PV28  ";"2002JJ00";"  120221";"  119569";"   22548";"   36647";"   55932";"   28250";"   10622";"    4319";"   12741";"     157";"    4285";"     652"
"447178";"3000   ";"70600";"PV28  ";"2003JJ00";"  116448";"  115817";"   22049";"   35736";"   53290";"   27234";"    9912";"    4267";"   11877";"     153";"    4589";"     631"
"447179";"3000   ";"70600";"PV28  ";"2004JJ00";"  114563";"  113871";"   21923";"   35345";"   51887";"   26495";"    9574";"    4362";"   11456";"     168";"    4548";"     692"
"447180";"3000   ";"70600";"PV28  ";"2005JJ00";"  112791";"  112129";"   22136";"   34549";"   50764";"   26167";"    9156";"    4477";"   10964";"     156";"    4524";"     662"
"447181";"3000   ";"70600";"PV28  ";"2006JJ00";"  112842";"  112181";"   22362";"   34880";"   49977";"   25606";"    8910";"    4623";"   10838";"     162";"    4800";"     661"
"447182";"3000   ";"70600";"PV28  ";"2007JJ00";"  112402";"  111672";"   22589";"   34495";"   49510";"   25284";"    8816";"    4824";"   10586";"     176";"    4902";"     730"
"447183";"3000   ";"70600";"PV28  ";"2008JJ00";"  112450";"  111705";"   22471";"   34630";"   49212";"   25240";"    8406";"    5186";"   10380";"     174";"    5218";"     745"
"447184";"3000   ";"70600";"PV28  ";"2009JJ00";"  113351";"  112512";"   22058";"   35668";"   49005";"   24961";"    8375";"    5494";"   10175";"     186";"    5595";"     839"
"447185";"3000   ";"70600";"PV28  ";"2010JJ00";"  114552";"  113651";"   22450";"   35985";"   49190";"   24873";"    8492";"    5700";"   10125";"     193";"    5833";"     901"
"447186";"3000   ";"70600";"PV28  ";"2011JJ00";"  115199";"  114154";"   22778";"   37260";"   50073";"   25365";"    8494";"    6164";"   10050";"     191";"    3852";"    1045"
"447187";"3000   ";"70600";"PV28  ";"2012JJ00";"  116415";"  115407";"   23892";"   38006";"   49302";"   25048";"    8400";"    5989";"    9865";"     161";"    4046";"    1008"
"447188";"3000   ";"70600";"PV28  ";"2013JJ00";"  117293";"  116344";"   24601";"   37958";"   49630";"   25513";"    8183";"    6207";"    9727";"     192";"    3963";"     949"
"447189";"3000   ";"70600";"PV28  ";"2014JJ00";"  118211";"  117059";"   26087";"   36763";"   50110";"   26110";"    7955";"    6343";"    9702";"     195";"    3904";"    1152"
"447190";"3000   ";"70600";"PV28  ";"2015JJ00";"  120047";"  118929";"   27242";"   37598";"   49960";"   26106";"    7946";"    6544";"    9364";"     174";"    3955";"    1118"
"447191";"3000   ";"70600";"PV28  ";"2016JJ00";"  122577";"  121197";"   28455";"   38290";"   50208";"   26928";"    7720";"    6357";"    9203";"     145";"    4099";"    1380"
"447192";"3000   ";"70600";"PV28  ";"2017JJ00";"  125156";"  123538";"   29794";"   39101";"   50229";"   27492";"    7617";"    6025";"    9095";"     141";"    4273";"    1618"
"447193";"3000   ";"70600";"PV28  ";"2018JJ00";"  127615";"  125981";"   31089";"   40097";"   50256";"   28157";"    7533";"    5716";"    8850";"     129";"    4410";"    1634"
"447194";"3000   ";"70600";"PV28  ";"2019JJ00";"  128725";"  126882";"   31744";"   40565";"   50108";"   28718";"    7464";"    5481";"    8445";"     140";"    4325";"    1843"
"447195";"3000   ";"70600";"PV28  ";"2020JJ00";"  130534";"  128562";"   32699";"   41356";"   50010";"   29108";"    7404";"    5293";"    8205";"     132";"    4365";"    1972"
"447196";"3000   ";"70600";"PV28  ";"2021JJ00";"  129936";"  127926";"   32852";"   40238";"   50168";"   30633";"    6873";"    5075";"    7587";"     121";"    4547";"    2010"
"447197";"3000   ";"70600";"PV28  ";"2022JJ00";"  130056";"  127969";"   32492";"   41249";"   49696";"   30488";"    6904";"    4914";"    7390";"     126";"    4406";"    2087"
"447198";"3000   ";"70600";"PV28  ";"2023JJ00";"  131666";"  129272";"   33266";"   41870";"   49587";"   30455";"    7232";"    4710";"    7190";"     136";"    4413";"    2394"
"447199";"3000   ";"70600";"PV28  ";"2024JJ00";"  133169";"  130453";"   34767";"   42433";"   48446";"   29825";"    7279";"    4422";"    6920";"     134";"    4673";"    2716"
"447200";"3000   ";"70600";"PV29  ";"2000JJ00";"   12172";"   12099";"    2627";"    2459";"    6829";"    2636";"    1641";"     460";"    2092";"      13";"     171";"      73"
"447201";"3000   ";"70600";"PV29  ";"2001JJ00";"   11568";"   11490";"    2550";"    2396";"    6351";"    2529";"    1405";"     502";"    1915";"      18";"     175";"      78"
"447202";"3000   ";"70600";"PV29  ";"2002JJ00";"   10848";"   10777";"    2389";"    2349";"    5836";"    2405";"    1208";"     510";"    1713";"      17";"     186";"      71"
"447203";"3000   ";"70600";"PV29  ";"2003JJ00";"   10349";"   10278";"    2344";"    2246";"    5472";"    2274";"    1102";"     483";"    1613";"      14";"     202";"      71"
"447204";"3000   ";"70600";"PV29  ";"2004JJ00";"   10064";"    9984";"    2359";"    2234";"    5214";"    2206";"     975";"     507";"    1526";"      16";"     161";"      80"
"447205";"3000   ";"70600";"PV29  ";"2005JJ00";"    9833";"    9751";"    2264";"    2207";"    5099";"    2135";"     952";"     534";"    1478";"      15";"     166";"      82"
"447206";"3000   ";"70600";"PV29  ";"2006JJ00";"    9781";"    9713";"    2271";"    2284";"    4985";"    2126";"     888";"     531";"    1440";"      14";"     159";"      68"
"447207";"3000   ";"70600";"PV29  ";"2007JJ00";"    9775";"    9699";"    2320";"    2326";"    4862";"    2098";"     846";"     533";"    1385";"      18";"     173";"      76"
"447208";"3000   ";"70600";"PV29  ";"2008JJ00";"    9869";"    9766";"    2306";"    2441";"    4814";"    2070";"     881";"     526";"    1337";"      13";"     192";"     103"
"447209";"3000   ";"70600";"PV29  ";"2009JJ00";"    9879";"    9768";"    2236";"    2473";"    4835";"    2052";"     856";"     593";"    1334";"      14";"     210";"     111"
"447210";"3000   ";"70600";"PV29  ";"2010JJ00";"    9975";"    9872";"    2198";"    2540";"    4905";"    2021";"     898";"     621";"    1365";"      18";"     211";"     103"
"447211";"3000   ";"70600";"PV29  ";"2011JJ00";"    9914";"    9799";"    2237";"    2565";"    4830";"    1943";"     890";"     597";"    1400";"      16";"     151";"     115"
"447212";"3000   ";"70600";"PV29  ";"2012JJ00";"    9917";"    9803";"    2293";"    2561";"    4762";"    1875";"     894";"     571";"    1422";"      19";"     168";"     114"
"447213";"3000   ";"70600";"PV29  ";"2013JJ00";"    9910";"    9800";"    2282";"    2532";"    4800";"    1918";"     856";"     598";"    1428";"      27";"     159";"     110"
"447214";"3000   ";"70600";"PV29  ";"2014JJ00";"    9959";"    9863";"    2376";"    2577";"    4740";"    1926";"     838";"     583";"    1393";"      21";"     149";"      96"
"447215";"3000   ";"70600";"PV29  ";"2015JJ00";"   10011";"    9873";"    2451";"    2570";"    4678";"    1839";"     845";"     595";"    1399";"      19";"     155";"     138"
"447216";"3000   ";"70600";"PV29  ";"2016JJ00";"   10208";"   10036";"    2582";"    2611";"    4663";"    1879";"     796";"     582";"    1406";"      18";"     162";"     172"
"447217";"3000   ";"70600";"PV29  ";"2017JJ00";"   10208";"   10062";"    2658";"    2643";"    4578";"    1836";"     844";"     539";"    1359";"      17";"     166";"     146"
"447218";"3000   ";"70600";"PV29  ";"2018JJ00";"   10221";"   10069";"    2651";"    2677";"    4579";"    1935";"     777";"     561";"    1306";"      17";"     145";"     152"
"447219";"3000   ";"70600";"PV29  ";"2019JJ00";"   10212";"   10073";"    2665";"    2701";"    4544";"    1934";"     776";"     509";"    1325";"      19";"     144";"     139"
"447220";"3000   ";"70600";"PV29  ";"2020JJ00";"   10267";"   10136";"    2818";"    2738";"    4417";"    1892";"     813";"     487";"    1225";"      22";"     141";"     131"
"447221";"3000   ";"70600";"PV29  ";"2021JJ00";"   10162";"   10041";"    2812";"    2627";"    4430";"    2016";"     756";"     485";"    1173";"      12";"     160";"     121"
"447222";"3000   ";"70600";"PV29  ";"2022JJ00";"   10315";"   10182";"    2887";"    2661";"    4441";"    2024";"     754";"     519";"    1144";"      12";"     181";"     133"
"447223";"3000   ";"70600";"PV29  ";"2023JJ00";"   10481";"   10326";"    2944";"    2785";"    4410";"    1999";"     807";"     473";"    1131";"      16";"     171";"     155"
"447224";"3000   ";"70600";"PV29  ";"2024JJ00";"   10714";"   10540";"    3103";"    2787";"    4430";"    2021";"     833";"     453";"    1123";"      16";"     204";"     174"
"447225";"3000   ";"70600";"PV30  ";"2000JJ00";"   87648";"   87009";"   21249";"   18757";"   44988";"   24280";"    9465";"    2457";"    8786";"      50";"    1965";"     639"
"447226";"3000   ";"70600";"PV30  ";"2001JJ00";"   82674";"   82073";"   20187";"   18178";"   41620";"   22968";"    8262";"    2515";"    7875";"      54";"    2034";"     601"
"447227";"3000   ";"70600";"PV30  ";"2002JJ00";"   78924";"   78291";"   19508";"   17829";"   38887";"   22105";"    7099";"    2555";"    7128";"      45";"    2022";"     633"
"447228";"3000   ";"70600";"PV30  ";"2003JJ00";"   75183";"   74615";"   18899";"   16926";"   36686";"   21316";"    6233";"    2603";"    6534";"      47";"    2057";"     568"
"447229";"3000   ";"70600";"PV30  ";"2004JJ00";"   73176";"   72612";"   18785";"   16952";"   34768";"   20417";"    5679";"    2588";"    6084";"      42";"    2065";"     564"
"447230";"3000   ";"70600";"PV30  ";"2005JJ00";"   71999";"   71474";"   18796";"   16944";"   33576";"   20051";"    5213";"    2723";"    5589";"      44";"    2114";"     525"
"447231";"3000   ";"70600";"PV30  ";"2006JJ00";"   71590";"   71043";"   18406";"   17743";"   32860";"   19728";"    4883";"    2883";"    5366";"      49";"    1985";"     547"
"447232";"3000   ";"70600";"PV30  ";"2007JJ00";"   71341";"   70792";"   18050";"   18130";"   32431";"   19661";"    4653";"    3076";"    5041";"      60";"    2121";"     549"
"447233";"3000   ";"70600";"PV30  ";"2008JJ00";"   71301";"   70747";"   17597";"   18685";"   32134";"   19518";"    4442";"    3321";"    4853";"      64";"    2267";"     554"
"447234";"3000   ";"70600";"PV30  ";"2009JJ00";"   71246";"   70659";"   17073";"   19155";"   31993";"   19233";"    4426";"    3471";"    4863";"      72";"    2366";"     587"
"447235";"3000   ";"70600";"PV30  ";"2010JJ00";"   71307";"   70764";"   16976";"   19701";"   31555";"   18922";"    4231";"    3659";"    4743";"      79";"    2453";"     543"
"447236";"3000   ";"70600";"PV30  ";"2011JJ00";"   71695";"   70991";"   17233";"   20313";"   31610";"   18864";"    4215";"    3890";"    4641";"      74";"    1761";"     704"
"447237";"3000   ";"70600";"PV30  ";"2012JJ00";"   72425";"   71684";"   17993";"   20643";"   31291";"   18736";"    3921";"    3988";"    4646";"      74";"    1683";"     741"
"447238";"3000   ";"70600";"PV30  ";"2013JJ00";"   73413";"   72668";"   18239";"   20875";"   31725";"   18916";"    4021";"    4143";"    4645";"      66";"    1763";"     745"
"447239";"3000   ";"70600";"PV30  ";"2014JJ00";"   75109";"   74161";"   19081";"   21034";"   32188";"   19485";"    3974";"    4216";"    4513";"      73";"    1785";"     948"
"447240";"3000   ";"70600";"PV30  ";"2015JJ00";"   75954";"   74886";"   19866";"   21592";"   31568";"   19145";"    3725";"    4226";"    4472";"      71";"    1789";"    1068"
"447241";"3000   ";"70600";"PV30  ";"2016JJ00";"   77415";"   76232";"   20682";"   22029";"   31708";"   19515";"    3761";"    4062";"    4370";"      72";"    1741";"    1183"
"447242";"3000   ";"70600";"PV30  ";"2017JJ00";"   78773";"   77554";"   21250";"   22579";"   31720";"   19722";"    3823";"    3937";"    4238";"      68";"    1937";"    1219"
"447243";"3000   ";"70600";"PV30  ";"2018JJ00";"   80448";"   79362";"   21607";"   23660";"   32242";"   20487";"    3906";"    3661";"    4188";"      50";"    1803";"    1086"
"447244";"3000   ";"70600";"PV30  ";"2019JJ00";"   82307";"   81197";"   21926";"   24744";"   32567";"   21026";"    3916";"    3410";"    4215";"      61";"    1899";"    1110"
"447245";"3000   ";"70600";"PV30  ";"2020JJ00";"   84019";"   82887";"   22586";"   25198";"   33048";"   21609";"    3941";"    3386";"    4112";"      58";"    1997";"    1132"
"447246";"3000   ";"70600";"PV30  ";"2021JJ00";"   84294";"   83050";"   22713";"   24607";"   33557";"   22813";"    3622";"    3250";"    3872";"      63";"    2110";"    1244"
"447247";"3000   ";"70600";"PV30  ";"2022JJ00";"   85177";"   83948";"   22627";"   25383";"   33810";"   22992";"    3685";"    3220";"    3913";"      60";"    2068";"    1229"
"447248";"3000   ";"70600";"PV30  ";"2023JJ00";"   86711";"   85398";"   23541";"   26249";"   33487";"   22763";"    3871";"    3043";"    3810";"      61";"    2060";"    1313"
"447249";"3000   ";"70600";"PV30  ";"2024JJ00";"   88216";"   86731";"   24685";"   26624";"   33158";"   22620";"    4045";"    2871";"    3622";"      60";"    2204";"    1485"
"447250";"3000   ";"70600";"PV31  ";"2000JJ00";"   36170";"   35822";"   10251";"    7177";"   17683";"    8831";"    3989";"    1194";"    3669";"      39";"     672";"     348"
"447251";"3000   ";"70600";"PV31  ";"2001JJ00";"   33732";"   33420";"    9627";"    6867";"   16060";"    8241";"    3402";"    1148";"    3269";"      31";"     835";"     312"
"447252";"3000   ";"70600";"PV31  ";"2002JJ00";"   32085";"   31790";"    9221";"    6875";"   14983";"    8182";"    2691";"    1165";"    2945";"      23";"     688";"     295"
"447253";"3000   ";"70600";"PV31  ";"2003JJ00";"   30529";"   30223";"    8753";"    6741";"   14047";"    7973";"    2336";"    1143";"    2595";"      26";"     656";"     306"
"447254";"3000   ";"70600";"PV31  ";"2004JJ00";"   29948";"   29649";"    8470";"    6845";"   13655";"    7845";"    2130";"    1210";"    2470";"      23";"     656";"     299"
"447255";"3000   ";"70600";"PV31  ";"2005JJ00";"   29520";"   29243";"    8455";"    6963";"   13156";"    7777";"    1786";"    1304";"    2289";"      26";"     643";"     277"
"447256";"3000   ";"70600";"PV31  ";"2006JJ00";"   29427";"   29136";"    8500";"    7042";"   12946";"    7684";"    1761";"    1372";"    2129";"      32";"     616";"     291"
"447257";"3000   ";"70600";"PV31  ";"2007JJ00";"   29097";"   28807";"    8240";"    7074";"   12811";"    7702";"    1607";"    1486";"    2016";"      36";"     646";"     290"
"447258";"3000   ";"70600";"PV31  ";"2008JJ00";"   28791";"   28484";"    8031";"    7053";"   12635";"    7568";"    1508";"    1590";"    1969";"      37";"     728";"     307"
"447259";"3000   ";"70600";"PV31  ";"2009JJ00";"   29157";"   28833";"    7917";"    7450";"   12690";"    7619";"    1569";"    1630";"    1872";"      35";"     741";"     324"
"447260";"3000   ";"70600";"PV31  ";"2010JJ00";"   29414";"   29031";"    7931";"    7611";"   12710";"    7619";"    1456";"    1704";"    1931";"      38";"     741";"     383"
"447261";"3000   ";"70600";"PV31  ";"2011JJ00";"   29757";"   29342";"    8085";"    7940";"   12740";"    7507";"    1489";"    1822";"    1922";"      33";"     544";"     415"
"447262";"3000   ";"70600";"PV31  ";"2012JJ00";"   30330";"   29918";"    8418";"    8253";"   12625";"    7426";"    1464";"    1847";"    1888";"      38";"     584";"     412"
"447263";"3000   ";"70600";"PV31  ";"2013JJ00";"   31207";"   30754";"    8784";"    8547";"   12799";"    7598";"    1468";"    1907";"    1826";"      34";"     590";"     453"
"447264";"3000   ";"70600";"PV31  ";"2014JJ00";"   31657";"   31076";"    9179";"    8509";"   12797";"    7788";"    1348";"    1922";"    1739";"      45";"     546";"     581"
"447265";"3000   ";"70600";"PV31  ";"2015JJ00";"   32014";"   31380";"    9416";"    8722";"   12617";"    7770";"    1315";"    1904";"    1628";"      35";"     590";"     634"
"447266";"3000   ";"70600";"PV31  ";"2016JJ00";"   32613";"   31980";"    9609";"    9021";"   12677";"    7951";"    1299";"    1828";"    1599";"      33";"     640";"     633"
"447267";"3000   ";"70600";"PV31  ";"2017JJ00";"   33014";"   32345";"    9813";"    9259";"   12579";"    7989";"    1232";"    1819";"    1539";"      40";"     654";"     669"
"447268";"3000   ";"70600";"PV31  ";"2018JJ00";"   32966";"   32372";"    9684";"    9500";"   12493";"    7952";"    1302";"    1735";"    1504";"      50";"     645";"     594"
"447269";"3000   ";"70600";"PV31  ";"2019JJ00";"   32801";"   32276";"    9664";"    9607";"   12303";"    7869";"    1298";"    1628";"    1508";"      36";"     666";"     525"
"447270";"3000   ";"70600";"PV31  ";"2020JJ00";"   32953";"   32391";"    9725";"    9788";"   12213";"    7924";"    1317";"    1524";"    1448";"      38";"     627";"     562"
"447271";"3000   ";"70600";"PV31  ";"2021JJ00";"   32394";"   31819";"    9690";"    9366";"   12064";"    8047";"    1258";"    1449";"    1310";"      34";"     665";"     575"
"447272";"3000   ";"70600";"PV31  ";"2022JJ00";"   32205";"   31665";"    9390";"    9614";"   11988";"    8027";"    1279";"    1398";"    1284";"      47";"     626";"     540"
"447273";"3000   ";"70600";"PV31  ";"2023JJ00";"   32684";"   32116";"    9628";"    9864";"   11906";"    7948";"    1329";"    1340";"    1289";"      39";"     679";"     568"
"447274";"3000   ";"70600";"PV31  ";"2024JJ00";"   33083";"   32455";"    9931";"    9924";"   11831";"    7912";"    1332";"    1316";"    1271";"      36";"     733";"     628"
"463400";"3000   ";"70700";"NL01  ";"2000JJ00";"  671528";"  666589";"   47977";"  142509";"  463462";"  105771";"   81686";"   38909";"  237096";"    1647";"   10994";"    4939"
"463401";"3000   ";"70700";"NL01  ";"2001JJ00";"  671663";"  666888";"   48653";"  146117";"  458481";"  108249";"   77219";"   43445";"  229568";"    1771";"   11866";"    4775"
"463402";"3000   ";"70700";"NL01  ";"2002JJ00";"  668224";"  663327";"   48528";"  148509";"  452305";"  111453";"   71587";"   48933";"  220332";"    1869";"   12116";"    4897"
"463403";"3000   ";"70700";"NL01  ";"2003JJ00";"  656339";"  651425";"   47640";"  148041";"  441667";"  110840";"   67343";"   52784";"  210700";"    1926";"   12151";"    4914"
"463404";"3000   ";"70700";"NL01  ";"2004JJ00";"  632725";"  627834";"   46309";"  145448";"  422423";"  106318";"   62119";"   55317";"  198669";"    1814";"   11840";"    4891"
"463405";"3000   ";"70700";"NL01  ";"2005JJ00";"  598733";"  594025";"   44284";"  139532";"  397157";"  102651";"   56140";"   55777";"  182589";"    1751";"   11301";"    4708"
"463406";"3000   ";"70700";"NL01  ";"2006JJ00";"  563294";"  559039";"   41553";"  135145";"  369810";"   97211";"   50757";"   55479";"  166363";"    1691";"   10840";"    4255"
"463407";"3000   ";"70700";"NL01  ";"2007JJ00";"  534023";"  529944";"   39370";"  130863";"  347608";"   93615";"   46484";"   55248";"  152261";"    1601";"   10502";"    4079"
"463408";"3000   ";"70700";"NL01  ";"2008JJ00";"  512469";"  508509";"   37380";"  127493";"  331404";"   90866";"   43628";"   55555";"  141355";"    1472";"   10760";"    3960"
"463409";"3000   ";"70700";"NL01  ";"2009JJ00";"  504564";"  500528";"   36347";"  128100";"  323155";"   88971";"   42115";"   56698";"  135371";"    1518";"   11408";"    4036"
"463410";"3000   ";"70700";"NL01  ";"2010JJ00";"  500713";"  496549";"   36230";"  128925";"  318044";"   87164";"   41053";"   57988";"  131839";"    1583";"   11767";"    4164"
"463411";"3000   ";"70700";"NL01  ";"2011JJ00";"  503323";"  498434";"   37277";"  130866";"  321299";"   88833";"   40997";"   60775";"  130694";"    1620";"    7372";"    4889"
"463412";"3000   ";"70700";"NL01  ";"2012JJ00";"  505168";"  500179";"   37628";"  133164";"  319866";"   87465";"   39962";"   62434";"  130005";"    1761";"    7760";"    4989"
"463413";"3000   ";"70700";"NL01  ";"2013JJ00";"  505399";"  500360";"   37959";"  134235";"  318555";"   87052";"   38779";"   63680";"  129044";"    1876";"    7735";"    5039"
"463414";"3000   ";"70700";"NL01  ";"2014JJ00";"  504790";"  498378";"   39002";"  132770";"  316722";"   87777";"   37568";"   64761";"  126616";"    2054";"    7830";"    6412"
"463415";"3000   ";"70700";"NL01  ";"2015JJ00";"  508503";"  501818";"   40048";"  134731";"  316713";"   87854";"   37110";"   66587";"  125162";"    2145";"    8181";"    6685"
"463416";"3000   ";"70700";"NL01  ";"2016JJ00";"  511331";"  503964";"   41249";"  135215";"  316802";"   89676";"   37115";"   66514";"  123497";"    2163";"    8535";"    7367"
"463417";"3000   ";"70700";"NL01  ";"2017JJ00";"  519664";"  512001";"   42976";"  137234";"  320793";"   92097";"   38184";"   66918";"  123594";"    2158";"    8840";"    7663"
"463418";"3000   ";"70700";"NL01  ";"2018JJ00";"  530554";"  522955";"   44724";"  139698";"  327449";"   96292";"   39418";"   66696";"  125043";"    2229";"    8855";"    7599"
"463419";"3000   ";"70700";"NL01  ";"2019JJ00";"  543375";"  535569";"   46736";"  143165";"  334079";"  100416";"   41167";"   65844";"  126652";"    2213";"    9376";"    7806"
"463420";"3000   ";"70700";"NL01  ";"2020JJ00";"  556666";"  548085";"   48556";"  147538";"  340175";"  105001";"   42864";"   64777";"  127533";"    2242";"    9574";"    8581"
"463421";"3000   ";"70700";"NL01  ";"2021JJ00";"  570427";"  561197";"   50776";"  150444";"  347738";"  113922";"   42070";"   64626";"  127120";"    2245";"    9994";"    9230"
"463422";"3000   ";"70700";"NL01  ";"2022JJ00";"  582953";"  573585";"   51492";"  156522";"  353363";"  117589";"   42656";"   65716";"  127402";"    2163";"   10045";"    9368"
"463423";"3000   ";"70700";"NL01  ";"2023JJ00";"  599995";"  589874";"   54021";"  163645";"  359640";"  120847";"   45852";"   64561";"  128380";"    2157";"   10411";"   10121"
"463424";"3000   ";"70700";"NL01  ";"2024JJ00";"  611788";"  600460";"   56274";"  168166";"  362473";"  124010";"   48458";"   62938";"  127067";"    2196";"   11351";"   11328"
"463525";"3000   ";"70700";"PV20  ";"2000JJ00";"   22827";"   22609";"    1593";"    5544";"   15039";"    3749";"    2232";"    1707";"    7351";"      84";"     349";"     218"
"463526";"3000   ";"70700";"PV20  ";"2001JJ00";"   22875";"   22652";"    1578";"    5587";"   15039";"    3815";"    2156";"    1929";"    7139";"      87";"     361";"     223"
"463527";"3000   ";"70700";"PV20  ";"2002JJ00";"   23084";"   22874";"    1568";"    5791";"   15117";"    3874";"    2060";"    2182";"    7001";"      76";"     322";"     210"
"463528";"3000   ";"70700";"PV20  ";"2003JJ00";"   22944";"   22744";"    1597";"    5886";"   14851";"    3946";"    1865";"    2329";"    6711";"      89";"     321";"     200"
"463529";"3000   ";"70700";"PV20  ";"2004JJ00";"   22410";"   22210";"    1555";"    5824";"   14442";"    3935";"    1783";"    2426";"    6298";"      77";"     312";"     200"
